,White,Black,Native American,Asian,Pacific Islander,Other,Mixed-race,Hispanic or Latino,Med HH Income,Med Family Income,Med Male Income,Med Female Income,Per Capita Income,Family poverty,Overall poverty,Child poverty,Senior poverty
Daggett,98.52%,0.37%,,,,,1.11%,,$24,583.00,$28,750.00,$26,000.00,$19,375.00,$9,910.00,21.50%,24.10%,34.40%,7.30%
Daggett Township,98.11%,0.27%,0.14%,0.14%,,,1.35%,,$32,727.00,$35,729.00,$27,232.00,$20,417.00,$13,767.00,8.90%,13.00%,21.30%,11.50%
Dallas Township,99.31%,,0.13%,0.22%,,0.13%,0.22%,1.12%,$50,156.00,$60,417.00,$40,194.00,$27,008.00,$18,085.00,2.40%,3.30%,3.10%,4.60%
Dalton Township,93.34%,2.31%,1.30%,0.20%,,0.93%,1.91%,2.87%,$47,127.00,$50,096.00,$37,743.00,$25,433.00,$18,036.00,3.80%,5.90%,5.60%,7.00%
Danby Township,97.89%,0.22%,0.37%,0.33%,,0.19%,1.00%,0.82%,$55,662.00,$58,750.00,$42,895.00,$28,255.00,$21,574.00,0.40%,0.90%,0.00%,1.10%
Dansville,95.80%,0.23%,0.93%,0.70%,,1.63%,0.70%,3.26%,$48,214.00,$51,964.00,$36,528.00,$25,500.00,$16,951.00,4.30%,4.30%,5.00%,17.90%
Davison,94.90%,1.80%,0.30%,0.30%,0.00%,0.70%,2.00%,2.90%,$37,793.00,$48,643.00,,,$23,132.00,14.50%,17.50%,26.60%,5.20%
Davison Township,94.30%,2.05%,0.37%,0.87%,0.01%,0.51%,1.89%,2.09%,$45,417.00,$57,716.00,$45,197.00,$28,942.00,$23,595.00,4.90%,6.30%,6.90%,3.80%
Day Township,96.49%,0.23%,0.62%,0.16%,0.08%,0.39%,2.03%,2.65%,$35,500.00,$42,566.00,$30,167.00,$19,348.00,$16,724.00,8.10%,13.30%,22.50%,7.40%
Dayton Township, Newaygo County,96.50%,0.80%,0.25%,0.65%,,0.95%,0.85%,2.05%,$44,770.00,$51,771.00,$37,188.00,$26,111.00,$19,433.00,3.60%,8.50%,12.20%,4.00%
Dayton Township, Tuscola County,94.86%,2.41%,0.16%,0.21%,0.05%,0.21%,2.09%,1.71%,$42,000.00,$46,696.00,$39,519.00,$21,950.00,$18,890.00,6.90%,10.50%,10.50%,11.00%
De Tour Village,82.80%,,12.90%,,,,4.30%,0.60%,,,,,,,,,
Dearborn,,,,,,,,,$44,560.00,$53,060.00,$45,114.00,$33,872.00,$21,488.00,12.20%,16.10%,24.40%,7.60%
Dearborn Heights,91.64%,2.12%,0.37%,2.24%,0.01%,0.81%,2.81%,3.39%,$48,222.00,$54,392.00,$45,226.00,$29,234.00,$22,829.00,4.40%,6.10%,8.50%,4.70%
Decatur,87.65%,5.82%,1.41%,0.27%,,1.85%,2.99%,4.08%,$30,550.00,$36,417.00,$27,566.00,$20,703.00,$14,098.00,18.20%,20.90%,31.70%,12.00%
Decatur Township,89.30%,4.62%,1.17%,0.26%,0.10%,2.66%,1.89%,4.98%,$35,754.00,$39,122.00,$27,585.00,$22,183.00,$16,912.00,11.90%,14.20%,18.00%,11.40%
Deckerville,94.70%,0.32%,0.32%,0.11%,,3.18%,1.38%,8.05%,$30,083.00,$39,063.00,$31,250.00,$22,102.00,$18,791.00,8.90%,14.00%,17.30%,15.20%
Deep River Township,97.91%,,0.98%,0.13%,,0.13%,0.85%,2.72%,$37,457.00,$42,014.00,$31,771.00,$21,944.00,$16,945.00,10.40%,12.10%,15.00%,7.70%
Deerfield,97.51%,0.10%,,0.10%,,2.09%,0.20%,3.18%,$49,276.00,$54,375.00,$42,656.00,$24,444.00,$19,569.00,3.00%,5.30%,5.10%,1.00%
Deerfield Township, Isabella County,97.31%,0.16%,1.14%,0.39%,0.03%,0.16%,0.81%,0.91%,$56,250.00,$61,435.00,$39,135.00,$27,357.00,$25,618.00,2.40%,4.60%,5.40%,5.50%
Deerfield Township, Lapeer County,97.05%,0.14%,0.24%,0.21%,0.02%,0.80%,1.53%,2.20%,$47,804.00,$51,650.00,$40,633.00,$21,439.00,$19,609.00,1.80%,3.90%,2.30%,7.40%
Deerfield Township, Lenawee County,94.52%,0.40%,,0.11%,,4.80%,0.17%,5.88%,$50,000.00,$52,417.00,$40,096.00,$24,102.00,$19,878.00,4.10%,6.30%,5.90%,6.40%
Deerfield Township, Livingston County,98.29%,,0.51%,0.12%,,0.10%,0.98%,1.25%,$65,756.00,$69,750.00,$47,202.00,$34,028.00,$28,140.00,1.30%,2.40%,3.30%,4.10%
Deerfield Township, Mecosta County,95.95%,1.04%,1.29%,0.43%,,0.31%,0.98%,1.53%,$36,293.00,$38,750.00,$30,900.00,$24,886.00,$13,693.00,9.40%,13.40%,17.80%,6.00%
Delaware Township,97.42%,,0.22%,0.11%,,0.32%,1.94%,2.47%,$35,568.00,$42,083.00,$27,303.00,$20,714.00,$15,451.00,8.30%,11.40%,7.90%,14.90%
Delhi Charter Township,92.95%,2.36%,0.49%,1.15%,0.04%,0.94%,2.06%,3.56%,$50,922.00,$61,837.00,$45,774.00,$31,192.00,$23,485.00,3.20%,5.20%,5.80%,5.90%
Delta Charter Township,76.80%,11.60%,0.50%,3.80%,0.00%,1.90%,3.60%,6.20%,$52,711.00,$65,429.00,$48,520.00,$32,776.00,$27,048.00,3.80%,5.00%,5.80%,6.40%
Denmark Township,97.01%,0.03%,0.18%,1.23%,,0.55%,0.98%,2.43%,$41,366.00,$50,417.00,$38,352.00,$26,083.00,$19,782.00,3.40%,4.80%,4.50%,6.50%
Denton Township,98.21%,0.10%,0.98%,0.05%,0.05%,0.05%,0.55%,0.79%,$29,397.00,$35,918.00,$33,311.00,$20,957.00,$18,946.00,8.40%,10.20%,17.80%,6.20%
Denver Township, Isabella County,93.37%,0.26%,4.10%,,,0.17%,2.09%,2.70%,$41,181.00,$44,926.00,$30,938.00,$20,156.00,$17,480.00,5.20%,9.60%,11.10%,2.20%
Denver Township, Newaygo County,96.09%,0.30%,1.37%,0.05%,,0.86%,1.32%,2.18%,$33,365.00,$39,777.00,$35,600.00,$23,214.00,$14,746.00,11.40%,14.10%,15.70%,11.60%
Detour Township,84.68%,,11.74%,0.22%,,0.11%,3.24%,1.34%,$36,500.00,$42,727.00,$31,667.00,$28,125.00,$19,984.00,2.80%,6.00%,12.70%,6.00%
Detroit Beach,98.08%,0.13%,0.31%,0.04%,,0.09%,1.35%,0.96%,$56,528.00,$58,393.00,$47,333.00,$30,000.00,$21,025.00,2.70%,3.90%,0.00%,8.00%
DeWitt,95.85%,1.02%,0.23%,0.64%,0.02%,0.40%,1.83%,2.55%,$69,174.00,$78,935.00,$51,409.00,$35,545.00,$26,997.00,3.60%,4.30%,4.80%,8.60%
DeWitt Charter Township,94.16%,1.34%,0.81%,0.86%,0.02%,1.22%,1.58%,4.02%,$49,782.00,$61,202.00,$45,013.00,$36,297.00,$24,624.00,3.20%,5.40%,6.30%,5.70%
Dexter,96.58%,0.43%,0.30%,1.03%,,0.26%,1.41%,0.98%,,,,,,,,,
Dexter Township,97.52%,0.38%,0.29%,0.61%,0.06%,0.08%,1.07%,1.03%,$75,085.00,$81,510.00,$57,596.00,$34,219.00,$30,164.00,0.80%,1.80%,0.90%,2.30%
Dickson Township,96.88%,0.22%,1.08%,0.11%,,,1.72%,2.05%,$33,309.00,$34,545.00,$27,656.00,$20,781.00,$15,479.00,8.30%,10.20%,11.80%,10.30%
Dimondale,96.40%,0.80%,0.80%,0.20%,,0.80%,1.20%,2.90%,$57,917.00,$64,444.00,$49,318.00,$30,380.00,$23,611.00,2.50%,3.70%,4.40%,3.20%
Dorr Township,96.93%,0.52%,0.46%,0.26%,,0.90%,0.94%,2.08%,$60,446.00,$62,313.00,$43,150.00,$26,510.00,$18,756.00,3.50%,5.10%,4.80%,12.00%
Douglas,96.87%,0.58%,0.08%,0.16%,,0.74%,1.57%,2.64%,$41,250.00,$49,750.00,$38,750.00,$28,906.00,$26,517.00,8.70%,10.30%,14.50%,8.50%
Douglass Township,98.06%,0.08%,0.17%,0.21%,,0.46%,1.01%,2.31%,$44,309.00,$47,560.00,$32,426.00,$24,375.00,$17,892.00,2.40%,4.60%,5.00%,6.60%
Dover Township, Lake County,97.59%,0.30%,,,0.30%,0.30%,1.51%,0.90%,$27,344.00,$36,042.00,$31,250.00,$21,406.00,$15,836.00,6.00%,10.70%,6.80%,11.30%
Dover Township, Lenawee County,97.54%,0.28%,0.28%,0.17%,,0.90%,0.84%,3.58%,$45,329.00,$51,587.00,$37,750.00,$24,148.00,$18,299.00,8.80%,10.70%,14.10%,10.40%
Dover Township, Otsego County,98.53%,,0.49%,0.33%,,,0.65%,,$45,000.00,$48,036.00,$31,458.00,$26,042.00,$22,739.00,4.10%,6.40%,9.00%,13.70%
Dowagiac,76.95%,15.63%,2.02%,0.57%,,1.59%,3.24%,2.49%,$29,926.00,$33,443.00,$28,534.00,$22,282.00,$16,659.00,14.30%,17.80%,25.60%,12.80%
Doyle Township,91.43%,0.48%,5.24%,,,,2.86%,0.95%,$36,250.00,$39,018.00,$33,125.00,$20,625.00,$18,740.00,4.80%,8.50%,10.30%,6.40%
Drummond Township,90.83%,0.20%,4.84%,,,0.10%,4.03%,0.71%,$36,131.00,$39,931.00,$35,729.00,$24,250.00,$21,963.00,7.60%,9.00%,6.30%,7.90%
Dryden,97.42%,,0.74%,0.25%,,0.49%,1.10%,1.23%,$54,375.00,$57,639.00,$39,226.00,$22,115.00,$21,180.00,2.30%,5.70%,5.50%,7.10%
Dryden Township,97.84%,0.11%,0.39%,0.22%,,0.48%,0.97%,1.06%,$69,659.00,$72,065.00,$55,872.00,$29,886.00,$26,902.00,2.50%,2.50%,1.50%,4.10%
Duncan Township,95.36%,,1.07%,2.14%,,,1.43%,1.07%,$27,625.00,$30,192.00,$30,750.00,$26,667.00,$13,484.00,17.40%,17.90%,38.80%,6.10%
Dundee,96.91%,0.65%,0.40%,0.40%,,0.23%,1.42%,1.19%,$41,563.00,$49,479.00,$40,612.00,$24,908.00,$18,389.00,5.50%,9.00%,11.00%,2.60%
Dundee Township,97.35%,0.49%,0.22%,0.35%,,0.43%,1.17%,1.25%,$47,279.00,$57,996.00,$44,250.00,$26,580.00,$20,361.00,5.60%,7.70%,8.80%,5.60%
Duplain Township,98.07%,0.13%,0.21%,0.17%,,0.94%,0.47%,2.15%,$39,968.00,$46,215.00,$35,799.00,$23,672.00,$16,888.00,4.80%,7.50%,10.50%,6.50%
Durand,96.95%,0.08%,0.66%,0.08%,0.03%,0.56%,1.65%,1.78%,$36,563.00,$43,306.00,$42,716.00,$22,033.00,$17,273.00,8.90%,11.30%,16.00%,8.50%
Dwight Township,98.60%,0.11%,0.65%,0.32%,,,0.32%,0.11%,$35,000.00,$38,698.00,$31,607.00,$15,865.00,$14,598.00,7.30%,11.10%,14.10%,11.00%
Eagle,99.23%,,,,,0.77%,,3.85%,$41,667.00,$45,625.00,$41,667.00,$28,750.00,$19,332.00,0.00%,2.00%,0.00%,0.00%
Eagle Harbor Township,96.09%,2.14%,,,,0.36%,1.42%,1.42%,$38,000.00,$46,250.00,$41,250.00,$22,292.00,$29,091.00,0.00%,3.60%,,
Eagle Township,98.24%,0.17%,0.21%,0.30%,,0.56%,0.51%,2.23%,$61,129.00,$67,847.00,$46,607.00,$34,063.00,$32,160.00,0.00%,1.00%,0.00%,1.40%
East Bay Township,97.31%,0.22%,0.87%,0.60%,0.01%,0.29%,0.70%,1.25%,$47,569.00,$54,250.00,$34,118.00,$23,580.00,$21,427.00,1.90%,3.30%,2.00%,3.20%
East China Township,98.57%,0.22%,0.28%,0.19%,0.03%,0.06%,0.66%,0.52%,$51,652.00,$65,597.00,$47,104.00,$30,625.00,$26,792.00,2.20%,4.60%,5.00%,7.70%
East Grand Rapids,96.99%,0.98%,0.13%,0.99%,0.01%,0.32%,0.59%,0.85%,$84,772.00,$98,967.00,$66,528.00,$42,383.00,$41,388.00,1.50%,2.80%,2.20%,2.90%
East Jordan,94.38%,0.40%,1.76%,0.16%,,0.76%,2.55%,1.60%,$35,924.00,$39,669.00,$31,597.00,$20,385.00,$14,920.00,7.50%,10.60%,12.50%,10.20%
East Lansing,80.91%,7.40%,0.33%,8.21%,0.08%,0.95%,2.12%,2.69%,$28,217.00,$61,985.00,$43,767.00,$30,556.00,$16,333.00,11.00%,34.80%,13.80%,3.70%
East Tawas,97.80%,0.03%,0.44%,0.44%,0.07%,0.10%,1.12%,0.75%,$30,229.00,$40,313.00,$30,375.00,$22,538.00,$17,168.00,6.90%,10.20%,13.20%,11.10%
Eastlake,89.80%,0.60%,3.10%,0.20%,,0.60%,5.70%,2.90%,,,,,,,,,
Easton Township,97.07%,0.25%,0.21%,0.32%,,1.09%,1.06%,2.57%,$40,493.00,$45,857.00,$36,547.00,$26,198.00,$19,942.00,7.80%,9.70%,14.10%,5.20%
Eastpointe,92.13%,4.70%,0.42%,0.87%,0.01%,0.27%,1.61%,1.33%,$46,261.00,$54,895.00,$41,449.00,$28,095.00,$20,665.00,4.20%,6.40%,8.50%,7.80%
Eastwood,74.96%,19.27%,0.29%,0.83%,0.05%,1.74%,2.87%,3.61%,$35,763.00,$40,208.00,$33,895.00,$24,574.00,$17,313.00,9.50%,12.10%,15.80%,3.80%
Eaton County,90.25%,5.29%,0.44%,1.13%,0.03%,1.17%,1.70%,3.21%,$49,588.00,$57,898.00,$41,978.00,$29,638.00,$22,411.00,4.10%,5.80%,6.80%,5.90%
Eaton Rapids,96.12%,0.38%,0.45%,0.54%,,1.01%,1.50%,2.93%,$39,769.00,$48,239.00,$37,582.00,$29,440.00,$18,446.00,3.20%,5.90%,6.30%,2.10%
Eaton Rapids Township,96.36%,0.60%,0.58%,0.16%,,0.81%,1.49%,2.46%,$56,599.00,$58,947.00,$41,341.00,$28,500.00,$21,000.00,1.60%,3.20%,2.80%,4.10%
Eaton Township,96.31%,0.23%,0.37%,0.89%,0.07%,1.03%,1.10%,2.57%,$55,518.00,$57,870.00,$45,171.00,$27,093.00,$23,379.00,3.30%,3.90%,3.50%,7.50%
Eau Claire,91.31%,3.05%,1.52%,0.15%,,1.98%,1.98%,8.08%,$38,750.00,$41,477.00,$28,295.00,$20,852.00,$15,668.00,8.40%,10.30%,8.60%,3.00%
Echo Township,97.41%,0.11%,1.08%,,,,1.40%,0.22%,$36,406.00,$40,500.00,$31,193.00,$20,272.00,$15,427.00,7.00%,8.60%,8.60%,11.50%
Eckford Township,97.58%,0.16%,0.78%,0.08%,,0.31%,1.09%,0.86%,$48,382.00,$52,188.00,$36,853.00,$27,574.00,$19,835.00,4.80%,5.90%,9.20%,6.10%
Ecorse,52.18%,40.56%,0.65%,0.19%,0.02%,3.36%,3.05%,8.94%,$27,142.00,$32,374.00,$33,915.00,$22,500.00,$14,468.00,17.30%,22.60%,34.20%,12.20%
Eden Township, Lake County,96.82%,0.53%,0.80%,,,,1.86%,,$23,646.00,$27,188.00,$35,469.00,$15,625.00,$12,895.00,19.40%,25.90%,38.20%,12.30%
Eden Township, Mason County,97.30%,0.36%,0.54%,0.18%,,,1.62%,2.70%,$36,985.00,$40,357.00,$30,625.00,$22,500.00,$13,488.00,8.00%,10.50%,6.10%,11.30%
Edenville Township,97.94%,0.04%,0.51%,0.28%,,0.24%,0.99%,0.55%,$42,847.00,$46,118.00,$42,100.00,$26,891.00,$20,470.00,6.80%,8.10%,12.00%,4.80%
Edgemont Park,85.09%,7.53%,0.49%,0.86%,0.04%,2.95%,3.03%,6.72%,$43,173.00,$54,566.00,$39,474.00,$28,750.00,$23,981.00,4.90%,5.50%,7.00%,4.20%
Edmore,95.50%,0.40%,0.80%,,,0.56%,2.73%,2.97%,$24,926.00,$35,391.00,$30,156.00,$22,045.00,$12,853.00,16.80%,20.70%,26.40%,11.80%
Edwards Township,98.71%,,0.14%,0.36%,,,0.79%,0.72%,$30,119.00,$41,042.00,$31,607.00,$21,793.00,$15,031.00,9.20%,12.30%,16.90%,6.10%
Edwardsburg,94.94%,0.17%,2.35%,0.17%,,0.44%,1.92%,0.96%,$33,359.00,$37,132.00,$32,969.00,$21,319.00,$18,842.00,8.70%,11.30%,13.90%,8.60%
Egelston Township,94.04%,1.05%,1.05%,0.30%,,1.48%,2.08%,3.98%,$37,557.00,$41,810.00,$33,140.00,$25,066.00,$16,489.00,6.90%,8.70%,13.20%,8.50%
Elba Township, Gratiot County,98.13%,0.29%,0.22%,0.07%,,0.50%,0.79%,1.43%,$35,650.00,$41,786.00,$35,326.00,$22,105.00,$18,323.00,8.00%,13.40%,17.80%,12.90%
Elba Township, Lapeer County,97.25%,0.37%,0.66%,0.15%,,0.51%,1.06%,1.79%,$53,614.00,$56,231.00,$48,897.00,$29,609.00,$22,863.00,4.80%,5.50%,3.60%,13.50%
Elberta,95.62%,0.66%,1.31%,,,0.22%,2.19%,0.88%,$28,403.00,$31,250.00,$27,159.00,$21,806.00,$13,594.00,9.00%,10.70%,13.60%,6.70%
Elbridge Township,80.45%,0.41%,0.89%,,,14.52%,3.73%,24.90%,$31,838.00,$35,662.00,$30,658.00,$23,750.00,$11,755.00,14.70%,25.40%,24.30%,38.90%
Elk Rapids,97.00%,0.29%,1.00%,0.12%,0.24%,0.59%,0.76%,2.12%,$31,382.00,$45,179.00,$30,845.00,$23,167.00,$19,735.00,7.60%,8.20%,11.10%,5.80%
Elk Rapids Township,97.67%,0.22%,0.80%,0.26%,0.15%,0.40%,0.51%,1.90%,$36,250.00,$48,450.00,$32,386.00,$23,403.00,$21,970.00,5.80%,7.60%,9.60%,9.00%
Elk Township, Lake County,97.56%,0.11%,0.78%,0.22%,0.11%,0.33%,0.89%,0.56%,$31,917.00,$38,523.00,$32,188.00,$25,104.00,$16,293.00,7.80%,12.10%,15.40%,8.80%
Elk Township, Sanilac County,97.29%,0.32%,0.63%,0.19%,,0.25%,1.33%,2.40%,$38,550.00,$42,176.00,$34,250.00,$20,857.00,$15,818.00,7.60%,9.60%,11.10%,8.70%
Elkland Township,97.81%,0.25%,0.85%,0.44%,,0.16%,0.49%,1.09%,$33,532.00,$41,053.00,$31,840.00,$25,268.00,$16,837.00,9.50%,11.00%,15.10%,10.70%
Elkton,97.57%,0.35%,,0.35%,,0.12%,1.62%,2.43%,$28,859.00,$37,500.00,$32,333.00,$20,952.00,$14,490.00,12.10%,15.20%,26.80%,5.20%
Ellington Township,97.62%,0.08%,0.54%,0.08%,,0.69%,1.00%,1.84%,$43,750.00,$51,979.00,$33,672.00,$26,250.00,$18,677.00,4.70%,8.30%,11.00%,11.50%
Ellis Township,96.92%,0.19%,1.16%,0.19%,,,1.54%,0.77%,$31,131.00,$32,206.00,$29,375.00,$22,500.00,$15,525.00,5.80%,13.30%,20.90%,0.00%
Ellsworth,96.48%,0.21%,0.41%,,,1.04%,1.86%,1.04%,$38,125.00,$45,694.00,$34,375.00,$26,719.00,$16,781.00,5.50%,7.30%,9.20%,19.00%
Ellsworth Township,97.20%,0.49%,0.61%,,,0.73%,0.97%,0.97%,$35,489.00,$37,279.00,$33,250.00,$25,104.00,$15,927.00,8.10%,10.70%,11.80%,9.30%
Elm River Township,96.45%,,0.59%,,1.18%,,1.78%,,$27,813.00,$30,313.00,$33,750.00,$20,000.00,$15,024.00,18.20%,15.00%,14.80%,18.80%
Elmer Township, Oscoda County,99.27%,0.09%,0.18%,,,,0.46%,0.37%,$27,500.00,$31,389.00,$29,563.00,$19,886.00,$15,273.00,13.20%,15.20%,13.50%,17.60%
Elmer Township, Sanilac County,98.61%,,0.13%,0.51%,,,0.76%,0.25%,$41,563.00,$43,929.00,$30,000.00,$22,250.00,$15,023.00,8.00%,12.90%,19.20%,8.50%
Elmira Township,96.68%,,0.63%,1.19%,,0.13%,1.38%,1.13%,$45,938.00,$49,911.00,$34,330.00,$23,333.00,$19,286.00,5.50%,6.90%,10.20%,5.00%
Elmwood Charter Township,97.26%,0.28%,0.89%,0.21%,,0.52%,0.84%,2.39%,$51,063.00,$55,597.00,$41,458.00,$27,500.00,$27,574.00,1.30%,3.30%,3.60%,2.50%
Elmwood Township,94.56%,0.25%,0.82%,0.25%,,1.73%,2.39%,4.12%,$37,583.00,$46,346.00,$31,181.00,$24,028.00,$18,317.00,7.50%,10.80%,13.40%,8.00%
Elsie,97.82%,0.09%,0.19%,0.09%,,1.42%,0.38%,2.37%,$36,635.00,$43,182.00,$35,875.00,$24,375.00,$15,809.00,8.00%,11.60%,19.30%,9.50%
Ely Township,98.71%,0.10%,0.65%,0.15%,,,0.40%,0.25%,$42,326.00,$46,739.00,$36,786.00,$22,000.00,$16,901.00,2.70%,5.10%,5.90%,4.40%
Emerson Township,97.00%,0.10%,0.41%,0.21%,,1.76%,0.52%,2.90%,$45,054.00,$46,447.00,$34,375.00,$21,923.00,$18,159.00,11.70%,12.00%,17.10%,6.50%
Emmet County,94.33%,0.47%,3.11%,0.43%,0.03%,0.16%,1.47%,0.91%,$40,222.00,$48,140.00,$33,385.00,$24,173.00,$21,070.00,4.50%,7.40%,7.30%,7.80%
Emmett,99.60%,,0.40%,,,,,0.40%,$50,536.00,$52,250.00,$41,563.00,$22,188.00,$16,500.00,0.00%,1.20%,,
Emmett Charter Township,93.51%,2.11%,0.68%,1.29%,0.03%,0.82%,1.58%,2.31%,$42,868.00,$52,170.00,$38,523.00,$27,474.00,$22,608.00,5.90%,8.80%,13.60%,6.40%
Emmett Township, St. Clair County,98.24%,0.24%,0.12%,0.28%,0.08%,0.64%,0.40%,1.44%,$53,452.00,$56,583.00,$44,405.00,$28,750.00,$18,430.00,4.30%,5.80%,6.90%,6.50%
Empire,98.94%,,0.26%,0.26%,,,0.53%,,$39,722.00,$52,813.00,$31,042.00,$24,250.00,$27,850.00,2.70%,7.40%,7.80%,6.00%
Empire Township,98.53%,,0.65%,0.18%,,0.09%,0.55%,0.28%,$40,263.00,$51,806.00,$32,308.00,$26,164.00,$24,975.00,3.00%,6.30%,7.70%,3.50%
Ensign Township,94.62%,0.38%,3.85%,,,,1.15%,,$39,375.00,$48,906.00,$38,438.00,$28,333.00,$25,546.00,2.10%,4.10%,3.60%,4.00%
Ensley Township,96.52%,0.28%,0.57%,0.16%,,0.93%,1.54%,2.02%,$47,993.00,$50,104.00,$40,507.00,$22,317.00,$17,845.00,7.50%,6.50%,5.70%,8.50%
Enterprise Township,97.94%,,,,,1.55%,0.52%,1.55%,$33,889.00,$35,875.00,$22,188.00,$15,417.00,$14,061.00,4.30%,3.90%,4.90%,0.00%
Erie Township,95.32%,1.01%,0.60%,0.21%,,1.42%,1.44%,4.29%,$52,442.00,$59,089.00,$46,810.00,$27,900.00,$21,494.00,4.50%,5.10%,6.00%,5.40%
Erwin Township,99.16%,0.28%,,,,,0.56%,,$31,071.00,$40,313.00,$30,250.00,$22,132.00,$14,014.00,6.60%,7.40%,1.00%,11.30%
Escanaba,95.66%,0.11%,2.61%,0.33%,0.02%,0.18%,1.09%,0.66%,$29,125.00,$36,995.00,$32,310.00,$21,204.00,$17,589.00,10.80%,13.80%,17.70%,9.00%
Escanaba Township,96.88%,,1.45%,0.42%,,0.17%,1.09%,0.20%,$44,730.00,$48,839.00,$41,227.00,$22,952.00,$18,454.00,3.50%,4.20%,1.30%,14.50%
Essex Township,98.95%,0.11%,0.28%,0.06%,0.06%,0.33%,0.22%,1.16%,$47,647.00,$52,566.00,$39,516.00,$25,577.00,$18,075.00,4.70%,5.60%,6.10%,9.70%
Essexville,96.34%,0.53%,0.80%,0.58%,,0.61%,1.14%,2.07%,$43,750.00,$55,610.00,$46,037.00,$30,417.00,$25,060.00,2.70%,4.40%,2.70%,5.80%
Estral Beach,93.00%,1.23%,0.21%,,,0.41%,5.14%,2.67%,$48,194.00,$53,750.00,$32,188.00,$30,417.00,$21,873.00,3.60%,7.20%,6.70%,5.50%
Eureka Township,96.36%,0.15%,0.55%,0.43%,,1.35%,1.16%,3.15%,$50,566.00,$53,380.00,$39,919.00,$28,173.00,$20,223.00,3.20%,5.40%,4.10%,9.60%
Evangeline Township,98.45%,0.13%,0.52%,,,0.13%,0.78%,0.52%,$46,250.00,$52,115.00,$33,523.00,$22,969.00,$28,279.00,4.50%,4.40%,6.30%,1.90%
Evart,96.61%,0.52%,0.98%,0.12%,0.12%,0.29%,1.38%,1.27%,$23,348.00,$28,100.00,$26,105.00,$20,063.00,$12,691.00,18.80%,24.80%,32.00%,15.50%
Evart Township,98.28%,0.26%,0.13%,0.20%,,0.26%,0.86%,1.32%,$35,550.00,$38,942.00,$30,595.00,$22,000.00,$15,680.00,5.90%,8.20%,9.90%,2.20%
Eveline Township,95.26%,0.06%,2.50%,0.19%,0.06%,0.13%,1.79%,1.35%,$46,250.00,$51,397.00,$34,922.00,$21,750.00,$22,440.00,6.30%,9.40%,19.70%,2.70%
Everett Township,93.50%,3.12%,0.60%,0.05%,,1.11%,1.61%,2.72%,$35,000.00,$36,067.00,$31,667.00,$20,508.00,$14,164.00,13.70%,16.20%,18.00%,13.10%
Evergreen Township, Montcalm County,97.19%,0.41%,0.82%,0.51%,0.07%,0.31%,0.68%,1.71%,$33,604.00,$38,583.00,$30,342.00,$25,625.00,$15,563.00,11.20%,13.50%,18.00%,4.80%
Evergreen Township, Sanilac County,96.08%,0.80%,0.30%,,,1.11%,1.71%,1.61%,$36,202.00,$38,250.00,$28,077.00,$22,941.00,$15,814.00,4.90%,8.20%,5.10%,5.70%
Ewing Township,96.86%,1.26%,1.89%,,,,,,$17,813.00,$29,375.00,$30,500.00,$18,750.00,$13,183.00,5.10%,9.30%,0.00%,31.60%
Excelsior Township,98.60%,0.23%,0.58%,0.23%,,,0.35%,0.47%,$36,932.00,$39,844.00,$35,288.00,$20,956.00,$16,476.00,6.80%,9.00%,16.60%,4.60%
Exeter Township,91.82%,6.14%,0.30%,0.38%,0.03%,0.40%,0.94%,0.94%,$63,806.00,$69,429.00,$50,718.00,$26,818.00,$24,308.00,2.70%,4.80%,8.10%,5.00%
Fabius Township,96.74%,0.94%,0.40%,0.55%,,0.30%,1.07%,1.04%,$50,888.00,$58,023.00,$40,671.00,$26,004.00,$23,474.00,3.10%,3.60%,2.90%,6.10%
Fair Plain,49.08%,47.42%,0.46%,0.66%,0.06%,0.88%,1.43%,1.67%,$37,154.00,$45,950.00,$34,524.00,$24,043.00,$20,344.00,10.80%,16.00%,30.50%,5.60%
Fairbanks Township,91.59%,,4.98%,0.31%,,,3.12%,,$24,643.00,$32,500.00,$28,214.00,$25,417.00,$15,327.00,14.00%,12.30%,12.00%,12.30%
Fairfield Township, Lenawee County,97.49%,0.11%,0.57%,0.06%,,0.63%,1.14%,3.87%,$42,900.00,$47,330.00,$35,690.00,$24,259.00,$17,496.00,2.70%,4.80%,6.00%,4.20%
Fairfield Township, Shiawassee County,99.06%,,,0.27%,0.13%,,0.54%,0.94%,$42,188.00,$44,375.00,$32,240.00,$26,750.00,$16,327.00,6.70%,10.20%,13.50%,2.80%
Fairgrove,93.46%,0.32%,1.12%,0.32%,,2.23%,2.55%,7.34%,$35,391.00,$38,929.00,$31,484.00,$21,719.00,$17,741.00,4.80%,7.80%,7.40%,0.00%
Fairgrove Township,96.00%,0.17%,0.51%,0.17%,,1.66%,1.49%,4.97%,$39,653.00,$43,125.00,$32,061.00,$24,609.00,$20,511.00,2.80%,5.80%,5.00%,3.20%
Fairhaven Township,98.17%,,0.32%,0.24%,,0.79%,0.48%,2.14%,$33,500.00,$37,813.00,$31,958.00,$20,313.00,$16,689.00,8.60%,11.00%,9.90%,13.20%
Fairplain Township,95.78%,1.26%,0.33%,0.33%,,0.55%,1.75%,2.52%,$42,955.00,$46,830.00,$32,632.00,$21,442.00,$15,833.00,3.80%,8.30%,4.40%,8.60%
