State,Year,Office,County,D#,R#,S#,Silver#,Ind.#,Pop.#,Prog.#,Proh.#,AI#,Cit.#,None#,I#,Ref.#,NL#,G#,L#,NA#,W/I#,I1#,I2#,I3#,I4#,Tea#,IA#,Others,O#,Year / Office,D1#,D2#
Nevada,1974,US Senate,Carson City,2645,5257,,,,,,,659,,,,,,,,,,,,,,,,,,,,
Nevada,1974,US Senate,Churchill,1571,2308,,,,,,,416,,,,,,,,,,,,,,,,,,,,
Nevada,1974,US Senate,Clark,46186,31110,,,,,,,4532,,,,,,,,,,,,,,,,,,,,
Nevada,1974,US Senate,Douglas,1332,2744,,,,,,,372,,,,,,,,,,,,,,,,,,,,
Nevada,1974,US Senate,Elko,1919,3002,,,,,,,264,,,,,,,,,,,,,,,,,,,,
Nevada,1974,US Senate,Esmeralda,140,189,,,,,,,77,,,,,,,,,,,,,,,,,,,,
Nevada,1974,US Senate,Eureka,158,299,,,,,,,33,,,,,,,,,,,,,,,,,,,,
Nevada,1974,US Senate,Humboldt,901,1267,,,,,,,166,,,,,,,,,,,,,,,,,,,,
Nevada,1974,US Senate,Lander,419,723,,,,,,,112,,,,,,,,,,,,,,,,,,,,
Nevada,1974,US Senate,Lincoln,678,512,,,,,,,62,,,,,,,,,,,,,,,,,,,,
Nevada,1974,US Senate,Lyon,1542,2111,,,,,,,344,,,,,,,,,,,,,,,,,,,,
Nevada,1974,US Senate,Mineral,1214,1306,,,,,,,211,,,,,,,,,,,,,,,,,,,,
Nevada,1974,US Senate,Nye,1023,980,,,,,,,212,,,,,,,,,,,,,,,,,,,,
Nevada,1974,US Senate,Pershing,434,685,,,,,,,124,,,,,,,,,,,,,,,,,,,,
Nevada,1974,US Senate,Storey,187,380,,,,,,,43,,,,,,,,,,,,,,,,,,,,
Nevada,1974,US Senate,Washoe,16669,25003,,,,,,,3005,,,,,,,,,,,,,,,,,,,,
Nevada,1974,US Senate,White Pine,1963,1729,,,,,,,255,,,,,,,,,,,,,,,,,,,,
Nevada,1976,US Senate,Carson City,4726,4257,,,,,,,254,,411,,,,,84,,,,,,,,,,,,,
Nevada,1976,US Senate,Churchill,2202,2019,,,,,,,90,,87,,,,,26,,,,,,,,,,,,,
Nevada,1976,US Senate,Clark,76099,22328,,,,,,,1258,,1873,,,,,1079,,,,,,,,,,,,,
Nevada,1976,US Senate,Douglas,2638,2272,,,,,,,110,,215,,,,,87,,,,,,,,,,,,,
Nevada,1976,US Senate,Elko,2844,2493,,,,,,,95,,65,,,,,46,,,,,,,,,,,,,
Nevada,1976,US Senate,Esmeralda,248,140,,,,,,,14,,14,,,,,3,,,,,,,,,,,,,
Nevada,1976,US Senate,Eureka,240,251,,,,,,,7,,5,,,,,3,,,,,,,,,,,,,
Nevada,1976,US Senate,Humboldt,1301,1224,,,,,,,26,,72,,,,,18,,,,,,,,,,,,,
Nevada,1976,US Senate,Lander,612,463,,,,,,,23,,41,,,,,6,,,,,,,,,,,,,
Nevada,1976,US Senate,Lincoln,890,475,,,,,,,18,,19,,,,,10,,,,,,,,,,,,,
Nevada,1976,US Senate,Lyon,2060,1878,,,,,,,103,,133,,,,,38,,,,,,,,,,,,,
Nevada,1976,US Senate,Mineral,1957,621,,,,,,,46,,35,,,,,13,,,,,,,,,,,,,
Nevada,1976,US Senate,Nye,1724,610,,,,,,,42,,43,,,,,22,,,,,,,,,,,,,
Nevada,1976,US Senate,Pershing,750,563,,,,,,,22,,23,,,,,2,,,,,,,,,,,,,
Nevada,1976,US Senate,Storey,336,242,,,,,,,13,,29,,,,,9,,,,,,,,,,,,,
Nevada,1976,US Senate,Washoe,26462,22251,,,,,,,1395,,2186,,,,,832,,,,,,,,,,,,,
Nevada,1976,US Senate,White Pine,2206,1384,,,,,,,103,,37,,,,,29,,,,,,,,,,,,,
Nevada,1980,US Senate,Carson City,3851,8264,,,,,,,,,117,,,,,387,,,,,,,,,,,,,
Nevada,1980,US Senate,Churchill,1360,3758,,,,,,,,,47,,,,,114,,,,,,,,,,,,,
Nevada,1980,US Senate,Clark,53081,69335,,,,,,,,,1586,,,,,2242,,,,,,,,,,,,,
Nevada,1980,US Senate,Douglas,2052,4936,,,,,,,,,78,,,,,262,,,,,,,,,,,,,
Nevada,1980,US Senate,Elko,1546,4369,,,,,,,,,59,,,,,205,,,,,,,,,,,,,
Nevada,1980,US Senate,Esmeralda,161,284,,,,,,,,,6,,,,,17,,,,,,,,,,,,,
Nevada,1980,US Senate,Eureka,80,468,,,,,,,,,7,,,,,19,,,,,,,,,,,,,
Nevada,1980,US Senate,Humboldt,778,1938,,,,,,,,,41,,,,,78,,,,,,,,,,,,,
Nevada,1980,US Senate,Lander,489,884,,,,,,,,,56,,,,,48,,,,,,,,,,,,,
Nevada,1980,US Senate,Lincoln,356,1185,,,,,,,,,17,,,,,18,,,,,,,,,,,,,
Nevada,1980,US Senate,Lyon,1666,3507,,,,,,,,,74,,,,,195,,,,,,,,,,,,,
Nevada,1980,US Senate,Mineral,889,1514,,,,,,,,,38,,,,,87,,,,,,,,,,,,,
Nevada,1980,US Senate,Nye,1388,2170,,,,,,,,,56,,,,,79,,,,,,,,,,,,,
Nevada,1980,US Senate,Pershing,384,839,,,,,,,,,13,,,,,33,,,,,,,,,,,,,
Nevada,1980,US Senate,Storey,322,425,,,,,,,,,7,,,,,28,,,,,,,,,,,,,
Nevada,1980,US Senate,Washoe,22725,38022,,,,,,,,,917,,,,,3045,,,,,,,,,,,,,
Nevada,1980,US Senate,White Pine,1001,2326,,,,,,,,,44,,,,,63,,,,,,,,,,,,,
Nevada,1982,US Senate,Carson City,4830,7131,,,,,,,,,257,,,,,,,,,,,,,,,,,,
Nevada,1982,US Senate,Churchill,1614,3307,,,,,,,,,107,,,,,,,,,,,,,,,,,,
Nevada,1982,US Senate,Clark,67983,55223,,,,,,,,,2419,,,,,,,,,,,,,,,,,,
Nevada,1982,US Senate,Douglas,2288,4679,,,,,,,,,165,,,,,,,,,,,,,,,,,,
Nevada,1982,US Senate,Elko,2261,3724,,,,,,,,,99,,,,,,,,,,,,,,,,,,
Nevada,1982,US Senate,Esmeralda,192,363,,,,,,,,,23,,,,,,,,,,,,,,,,,,
Nevada,1982,US Senate,Eureka,211,417,,,,,,,,,17,,,,,,,,,,,,,,,,,,
Nevada,1982,US Senate,Humboldt,1100,1752,,,,,,,,,46,,,,,,,,,,,,,,,,,,
Nevada,1982,US Senate,Lander,617,997,,,,,,,,,36,,,,,,,,,,,,,,,,,,
Nevada,1982,US Senate,Lincoln,700,899,,,,,,,,,35,,,,,,,,,,,,,,,,,,
Nevada,1982,US Senate,Lyon,2198,3385,,,,,,,,,165,,,,,,,,,,,,,,,,,,
Nevada,1982,US Senate,Mineral,1078,1176,,,,,,,,,67,,,,,,,,,,,,,,,,,,
Nevada,1982,US Senate,Nye,1901,2143,,,,,,,,,85,,,,,,,,,,,,,,,,,,
Nevada,1982,US Senate,Pershing,511,800,,,,,,,,,22,,,,,,,,,,,,,,,,,,
Nevada,1982,US Senate,Storey,377,438,,,,,,,,,32,,,,,,,,,,,,,,,,,,
Nevada,1982,US Senate,Washoe,25261,32323,,,,,,,,,1600,,,,,,,,,,,,,,,,,,
Nevada,1982,US Senate,White Pine,1598,1620,,,,,,,,,122,,,,,,,,,,,,,,,,,,
Nevada,1986,US Senate,Carson City,5571,6781,,,,,,,,,490,,,,,233,,,,,,,,,,,,,
Nevada,1986,US Senate,Churchill,1577,3500,,,,,,,,,205,,,,,89,,,,,,,,,,,,,
Nevada,1986,US Senate,Clark,80082,47745,,,,,,,,,3574,,,,,1821,,,,,,,,,,,,,
Nevada,1986,US Senate,Douglas,2908,4899,,,,,,,,,378,,,,,155,,,,,,,,,,,,,
Nevada,1986,US Senate,Elko,1672,4313,,,,,,,,,200,,,,,147,,,,,,,,,,,,,
Nevada,1986,US Senate,Esmeralda,199,320,,,,,,,,,43,,,,,22,,,,,,,,,,,,,
Nevada,1986,US Senate,Eureka,146,406,,,,,,,,,9,,,,,7,,,,,,,,,,,,,
Nevada,1986,US Senate,Humboldt,863,2000,,,,,,,,,177,,,,,84,,,,,,,,,,,,,
Nevada,1986,US Senate,Lander,392,1183,,,,,,,,,54,,,,,52,,,,,,,,,,,,,
Nevada,1986,US Senate,Lincoln,671,794,,,,,,,,,65,,,,,37,,,,,,,,,,,,,
Nevada,1986,US Senate,Lyon,2409,3310,,,,,,,,,253,,,,,156,,,,,,,,,,,,,
Nevada,1986,US Senate,Mineral,1099,968,,,,,,,,,127,,,,,71,,,,,,,,,,,,,
Nevada,1986,US Senate,Nye,1849,2281,,,,,,,,,170,,,,,120,,,,,,,,,,,,,
Nevada,1986,US Senate,Pershing,428,717,,,,,,,,,49,,,,,46,,,,,,,,,,,,,
Nevada,1986,US Senate,Storey,472,525,,,,,,,,,66,,,,,42,,,,,,,,,,,,,
Nevada,1986,US Senate,Washoe,29496,35068,,,,,,,,,3520,,,,,1749,,,,,,,,,,,,,
Nevada,1986,US Senate,White Pine,1121,1796,,,,,,,,,92,,,,,68,,,,,,,,,,,,,
Nevada,1988,US Senate,Carson City,6973,7848,,,,,,,,,359,,,,,238,,,,,,,,,,,,,
Nevada,1988,US Senate,Churchill,1958,4119,,,,,,,,,122,,,,,86,,,,,,,,,,,,,
Nevada,1988,US Senate,Clark,103898,81575,,,,,,,,,3545,,,,,2537,,,,,,,,,,,,,
Nevada,1988,US Senate,Douglas,4291,5804,,,,,,,,,221,,,,,192,,,,,,,,,,,,,
Nevada,1988,US Senate,Elko,2871,5226,,,,,,,,,140,,,,,144,,,,,,,,,,,,,
Nevada,1988,US Senate,Esmeralda,182,344,,,,,,,,,10,,,,,15,,,,,,,,,,,,,
Nevada,1988,US Senate,Eureka,175,384,,,,,,,,,6,,,,,14,,,,,,,,,,,,,
Nevada,1988,US Senate,Humboldt,1339,2096,,,,,,,,,76,,,,,80,,,,,,,,,,,,,
Nevada,1988,US Senate,Lander,551,1083,,,,,,,,,40,,,,,37,,,,,,,,,,,,,
Nevada,1988,US Senate,Lincoln,421,1102,,,,,,,,,24,,,,,21,,,,,,,,,,,,,
Nevada,1988,US Senate,Lyon,2994,3736,,,,,,,,,163,,,,,139,,,,,,,,,,,,,
Nevada,1988,US Senate,Mineral,1049,1437,,,,,,,,,63,,,,,50,,,,,,,,,,,,,
Nevada,1988,US Senate,Nye,2056,3314,,,,,,,,,138,,,,,88,,,,,,,,,,,,,
Nevada,1988,US Senate,Pershing,565,765,,,,,,,,,34,,,,,22,,,,,,,,,,,,,
Nevada,1988,US Senate,Storey,624,488,,,,,,,,,20,,,,,22,,,,,,,,,,,,,
Nevada,1988,US Senate,Washoe,44075,40312,,,,,,,,,2221,,,,,1786,,,,,,,,,,,,,
Nevada,1988,US Senate,White Pine,1526,1703,,,,,,,,,60,,,,,52,,,,,,,,,,,,,
Nevada,1992,US Senate,Carson City,9057,8165,,,,98,,,298,,564,,,241,,268,,,,,,,,,,,,,
Nevada,1992,US Senate,Churchill,1812,4968,,,,34,,,282,,257,,,82,,111,,,,,,,,,,,,,
Nevada,1992,US Senate,Clark,159721,109510,,,,3409,,,6144,,7481,,,4521,,3951,,,,,,,,,,,,,
Nevada,1992,US Senate,Douglas,6423,7198,,,,89,,,346,,456,,,188,,209,,,,,,,,,,,,,
Nevada,1992,US Senate,Elko,3227,7404,,,,92,,,429,,284,,,186,,160,,,,,,,,,,,,,
Nevada,1992,US Senate,Esmeralda,223,277,,,,6,,,31,,24,,,6,,11,,,,,,,,,,,,,
Nevada,1992,US Senate,Eureka,181,433,,,,4,,,31,,25,,,4,,8,,,,,,,,,,,,,
Nevada,1992,US Senate,Humboldt,2076,2085,,,,31,,,120,,154,,,56,,64,,,,,,,,,,,,,
Nevada,1992,US Senate,Lander,678,1333,,,,10,,,104,,64,,,8,,28,,,,,,,,,,,,,
Nevada,1992,US Senate,Lincoln,601,1089,,,,9,,,93,,34,,,22,,9,,,,,,,,,,,,,
Nevada,1992,US Senate,Lyon,4089,4105,,,,48,,,345,,232,,,95,,147,,,,,,,,,,,,,
Nevada,1992,US Senate,Mineral,1309,1016,,,,16,,,106,,77,,,40,,44,,,,,,,,,,,,,
Nevada,1992,US Senate,Nye,3162,3550,,,,53,,,668,,203,,,111,,139,,,,,,,,,,,,,
Nevada,1992,US Senate,Pershing,681,751,,,,7,,,51,,34,,,9,,24,,,,,,,,,,,,,
Nevada,1992,US Senate,Storey,762,576,,,,9,,,37,,59,,,27,,22,,,,,,,,,,,,,
Nevada,1992,US Senate,Washoe,57578,45440,,,,480,,,1858,,3046,,,1613,,1984,,,,,,,,,,,,,
Nevada,1992,US Senate,White Pine,1570,1513,,,,34,,,297,,160,,,70,,43,,,,,,,,,,,,,
Nevada,1994,US Senate,Carson City,8290,6670,,,,,,,204,,533,,,,,205,,,239,,,,,,,,,,
Nevada,1994,US Senate,Churchill,2912,3024,,,,,,,449,,241,,,,,86,,,127,,,,,,,,,,
Nevada,1994,US Senate,Clark,114570,85204,,,,,,,1930,,6945,,,,,3395,,,3331,,,,,,,,,,
Nevada,1994,US Senate,Douglas,5987,6371,,,,,,,230,,419,,,,,191,,,217,,,,,,,,,,
Nevada,1994,US Senate,Elko,2933,5873,,,,,,,336,,368,,,,,205,,,216,,,,,,,,,,
Nevada,1994,US Senate,Esmeralda,153,309,,,,,,,11,,38,,,,,8,,,15,,,,,,,,,,
Nevada,1994,US Senate,Eureka,186,393,,,,,,,22,,31,,,,,6,,,15,,,,,,,,,,
Nevada,1994,US Senate,Humboldt,2015,1888,,,,,,,100,,174,,,,,65,,,75,,,,,,,,,,
Nevada,1994,US Senate,Lander,779,1072,,,,,,,95,,92,,,,,20,,,58,,,,,,,,,,
Nevada,1994,US Senate,Lincoln,625,944,,,,,,,81,,105,,,,,43,,,47,,,,,,,,,,
Nevada,1994,US Senate,Lyon,3724,3647,,,,,,,250,,309,,,,,131,,,192,,,,,,,,,,
Nevada,1994,US Senate,Mineral,1398,804,,,,,,,35,,90,,,,,40,,,65,,,,,,,,,,
Nevada,1994,US Senate,Nye,2854,3372,,,,,,,273,,265,,,,,181,,,152,,,,,,,,,,
Nevada,1994,US Senate,Pershing,722,597,,,,,,,42,,64,,,,,25,,,30,,,,,,,,,,
Nevada,1994,US Senate,Storey,857,588,,,,,,,30,,72,,,,,22,,,38,,,,,,,,,,
Nevada,1994,US Senate,Washoe,44138,34201,,,,,,,1208,,2714,,,,,1265,,,1754,,,,,,,,,,
Nevada,1994,US Senate,White Pine,1661,1063,,,,,,,154,,166,,,,,76,,,95,,,,,,,,,,
Nevada,1998,US Senate,Carson City,7029,8699,,,,,,,,,478,,,158,,294,,,,,,,,,,,,,
Nevada,1998,US Senate,Churchill,1594,5260,,,,,,,,,177,,,80,,145,,,,,,,,,,,,,
Nevada,1998,US Senate,Clark,134163,111718,,,,,,,,,3412,,,1301,,4248,,,,,,,,,,,,,
Nevada,1998,US Senate,Douglas,4766,8810,,,,,,,,,309,,,138,,268,,,,,,,,,,,,,
Nevada,1998,US Senate,Elko,2589,7051,,,,,,,,,178,,,71,,204,,,,,,,,,,,,,
Nevada,1998,US Senate,Esmeralda,151,343,,,,,,,,,25,,,6,,15,,,,,,,,,,,,,
Nevada,1998,US Senate,Eureka,162,461,,,,,,,,,25,,,3,,25,,,,,,,,,,,,,
Nevada,1998,US Senate,Humboldt,1601,2428,,,,,,,,,112,,,20,,88,,,,,,,,,,,,,
Nevada,1998,US Senate,Lander,704,1209,,,,,,,,,85,,,30,,41,,,,,,,,,,,,,
Nevada,1998,US Senate,Lincoln,616,1238,,,,,,,,,56,,,15,,38,,,,,,,,,,,,,
Nevada,1998,US Senate,Lyon,3242,5486,,,,,,,,,246,,,114,,225,,,,,,,,,,,,,
Nevada,1998,US Senate,Mineral,1176,822,,,,,,,,,86,,,35,,48,,,,,,,,,,,,,
Nevada,1998,US Senate,Nye,4052,4912,,,,,,,,,186,,,73,,274,,,,,,,,,,,,,
Nevada,1998,US Senate,Pershing,577,902,,,,,,,,,42,,,7,,36,,,,,,,,,,,,,
Nevada,1998,US Senate,Storey,691,838,,,,,,,,,64,,,20,,60,,,,,,,,,,,,,
Nevada,1998,US Senate,Washoe,44118,46300,,,,,,,,,2568,,,646,,1980,,,,,,,,,,,,,
Nevada,1998,US Senate,White Pine,1419,1745,,,,,,,,,76,,,32,,55,,,,,,,,,,,,,
Nevada,2000,US Senate,Carson City,6369,11793,,,,,,,,35,515,,,,385,172,,,87,,,,,,,,,,
Nevada,2000,US Senate,Churchill,1941,6453,,,,,,,,26,153,,,,105,41,,,74,,,,,,,,,,
Nevada,2000,US Senate,Clark,168039,190071,,,,,,,,1100,5869,,,,5066,3055,,,1585,,,,,,,,,,
Nevada,2000,US Senate,Douglas,4795,12027,,,,,,,,54,359,,,,435,157,,,101,,,,,,,,,,
Nevada,2000,US Senate,Elko,2120,11303,,,,,,,,24,241,,,,176,183,,,50,,,,,,,,,,
Nevada,2000,US Senate,Esmeralda,109,334,,,,,,,,4,22,,,,8,11,,,1,,,,,,,,,,
Nevada,2000,US Senate,Eureka,154,630,,,,,,,,1,28,,,,10,15,,,0,,,,,,,,,,
Nevada,2000,US Senate,Humboldt,1006,3723,,,,,,,,13,125,,,,84,62,,,19,,,,,,,,,,
Nevada,2000,US Senate,Lander,364,1609,,,,,,,,4,59,,,,40,21,,,7,,,,,,,,,,
Nevada,2000,US Senate,Lincoln,418,1402,,,,,,,,9,39,,,,20,16,,,18,,,,,,,,,,
Nevada,2000,US Senate,Lyon,3343,7789,,,,,,,,42,274,,,,263,115,,,68,,,,,,,,,,
Nevada,2000,US Senate,Mineral,854,1272,,,,,,,,12,56,,,,49,23,,,11,,,,,,,,,,
Nevada,2000,US Senate,Nye,4150,7362,,,,,,,,43,208,,,,156,181,,,53,,,,,,,,,,
Nevada,2000,US Senate,Pershing,410,1262,,,,,,,,7,47,,,,41,18,,,7,,,,,,,,,,
Nevada,2000,US Senate,Storey,543,1108,,,,,,,,6,37,,,,46,26,,,9,,,,,,,,,,
Nevada,2000,US Senate,Washoe,42672,70161,,,,,,,,187,3391,,,,3359,1278,,,431,,,,,,,,,,
Nevada,2000,US Senate,White Pine,973,2388,,,,,,,,12,80,,,,43,21,,,19,,,,,,,,,,
Nevada,2004,US Senate,Carson City,12478,9559,,,,,,,,,,,,67,,188,,,197,,,,,,,,,,
Nevada,2004,US Senate,Churchill,3995,5647,,,,,,,,,,,,38,,102,,,131,,,,,,,,,,
Nevada,2004,US Senate,Clark,345694,167104,,,,,,,,,,,,1222,,6487,,,2988,,,,,,,,,,
Nevada,2004,US Senate,Douglas,10409,12120,,,,,,,,,,,,61,,210,,,205,,,,,,,,,,
Nevada,2004,US Senate,Elko,6084,7912,,,,,,,,,,,,82,,270,,,265,,,,,,,,,,
Nevada,2004,US Senate,Esmeralda,162,257,,,,,,,,,,,,2,,13,,,20,,,,,,,,,,
Nevada,2004,US Senate,Eureka,267,404,,,,,,,,,,,,4,,12,,,14,,,,,,,,,,
Nevada,2004,US Senate,Humboldt,2524,2431,,,,,,,,,,,,10,,73,,,85,,,,,,,,,,
Nevada,2004,US Senate,Lander,908,989,,,,,,,,,,,,10,,19,,,39,,,,,,,,,,
Nevada,2004,US Senate,Lincoln,745,1128,,,,,,,,,,,,6,,22,,,42,,,,,,,,,,
Nevada,2004,US Senate,Lyon,7526,8633,,,,,,,,,,,,54,,148,,,224,,,,,,,,,,
Nevada,2004,US Senate,Mineral,1565,591,,,,,,,,,,,,13,,20,,,51,,,,,,,,,,
Nevada,2004,US Senate,Nye,7521,5798,,,,,,,,,,,,60,,178,,,223,,,,,,,,,,
Nevada,2004,US Senate,Pershing,960,817,,,,,,,,,,,,9,,30,,,27,,,,,,,,,,
Nevada,2004,US Senate,Storey,1133,914,,,,,,,,,,,,5,,25,,,26,,,,,,,,,,
Nevada,2004,US Senate,Washoe,90706,58994,,,,,,,,,,,,416,,1705,,,1399,,,,,,,,,,
Nevada,2004,US Senate,White Pine,2128,1342,,,,,,,,,,,,36,,57,,,65,,,,,,,,,,
Nevada,2006,US Senate,Carson City,6461,11002,,,,,,,,,277,,,,,134,,,291,,,,,,,,,,
Nevada,2006,US Senate,Churchill,2000,5777,,,,,,,,,114,,,,,57,,,156,,,,,,,,,,
Nevada,2006,US Senate,Clark,159214,188847,,,,,,,,,4842,,,,,3289,,,3848,,,,,,,,,,
Nevada,2006,US Senate,Douglas,5795,12822,,,,,,,,,270,,,,,140,,,306,,,,,,,,,,
Nevada,2006,US Senate,Elko,2941,8218,,,,,,,,,201,,,,,100,,,351,,,,,,,,,,
Nevada,2006,US Senate,Esmeralda,91,289,,,,,,,,,26,,,,,9,,,17,,,,,,,,,,
Nevada,2006,US Senate,Eureka,128,510,,,,,,,,,27,,,,,15,,,40,,,,,,,,,,
Nevada,2006,US Senate,Humboldt,1129,3145,,,,,,,,,89,,,,,41,,,86,,,,,,,,,,
Nevada,2006,US Senate,Lander,450,1252,,,,,,,,,39,,,,,11,,,33,,,,,,,,,,
Nevada,2006,US Senate,Lincoln,415,1323,,,,,,,,,45,,,,,13,,,57,,,,,,,,,,
Nevada,2006,US Senate,Lyon,4522,9876,,,,,,,,,212,,,,,120,,,337,,,,,,,,,,
Nevada,2006,US Senate,Mineral,728,1237,,,,,,,,,60,,,,,19,,,56,,,,,,,,,,
Nevada,2006,US Senate,Nye,4294,6855,,,,,,,,,186,,,,,112,,,390,,,,,,,,,,
Nevada,2006,US Senate,Pershing,462,983,,,,,,,,,40,,,,,19,,,34,,,,,,,,,,
Nevada,2006,US Senate,Storey,635,1151,,,,,,,,,36,,,,,23,,,35,,,,,,,,,,
Nevada,2006,US Senate,Washoe,48385,67262,,,,,,,,,1680,,,,,1133,,,1627,,,,,,,,,,
Nevada,2006,US Senate,White Pine,1146,1952,,,,,,,,,88,,,,,34,,,110,,,,,,,,,,
Nevada,2010,US Senate,Carson City,8714,9362,,,,,,,172,,702,,,,,,,,105,84,61,57,262,,,,,,
Nevada,2010,US Senate,Churchill,2473,5639,,,,,,,101,,324,,,,,,,,69,49,38,39,163,,,,,,
Nevada,2010,US Senate,Clark,253617,192516,,,,,,,1422,,8699,,,,,,,,2721,1604,1558,1208,2818,,,,,,
Nevada,2010,US Senate,Douglas,7530,12858,,,,,,,190,,604,,,,,,,,119,81,58,58,282,,,,,,
Nevada,2010,US Senate,Elko,3246,8173,,,,,,,177,,392,,,,,,,,103,263,77,56,372,,,,,,
Nevada,2010,US Senate,Esmeralda,80,268,,,,,,,10,,14,,,,,,,,1,4,3,7,10,,,,,,
Nevada,2010,US Senate,Eureka,137,524,,,,,,,18,,43,,,,,,,,6,5,4,4,18,,,,,,
Nevada,2010,US Senate,Humboldt,1600,2836,,,,,,,57,,197,,,,,,,,40,64,34,23,131,,,,,,
Nevada,2010,US Senate,Lander,487,1201,,,,,,,14,,82,,,,,,,,15,31,13,9,50,,,,,,
Nevada,2010,US Senate,Lincoln,442,1311,,,,,,,21,,88,,,,,,,,10,13,13,18,33,,,,,,
Nevada,2010,US Senate,Lyon,5659,10473,,,,,,,194,,455,,,,,,,,125,107,76,87,295,,,,,,
Nevada,2010,US Senate,Mineral,855,822,,,,,,,30,,86,,,,,,,,24,20,13,17,36,,,,,,
Nevada,2010,US Senate,Nye,5279,7822,,,,,,,179,,372,,,,,,,,142,126,77,72,330,,,,,,
Nevada,2010,US Senate,Pershing,597,915,,,,,,,29,,83,,,,,,,,15,37,14,5,41,,,,,,
Nevada,2010,US Senate,Storey,843,1124,,,,,,,19,,69,,,,,,,,14,11,6,13,35,,,,,,
Nevada,2010,US Senate,Washoe,70523,63316,,,,,,,500,,3876,,,,,,,,716,640,442,423,851,,,,,,
Nevada,2010,US Senate,White Pine,703,2201,,,,,,,52,,111,,,,,,,,36,36,23,23,84,,,,,,
Nevada,2012,US Senate,Carson City,7510,13488,,,,,,,,,982,,,,,1153,,,,,,,,,,,,,
Nevada,2012,US Senate,Churchill,2013,7069,,,,,,,,,416,,,,,665,,,,,,,,,,,,,
Nevada,2012,US Senate,Clark,338629,277459,,,,,,,,,30675,,,,,30929,,,,,,,,,,,,,
Nevada,2012,US Senate,Douglas,6952,16644,,,,,,,,,1057,,,,,1137,,,,,,,,,,,,,
Nevada,2012,US Senate,Elko,2653,11840,,,,,,,,,462,,,,,882,,,,,,,,,,,,,
Nevada,2012,US Senate,Esmeralda,62,308,,,,,,,,,26,,,,,38,,,,,,,,,,,,,
Nevada,2012,US Senate,Eureka,87,636,,,,,,,,,33,,,,,48,,,,,,,,,,,,,
Nevada,2012,US Senate,Humboldt,1124,3876,,,,,,,,,279,,,,,412,,,,,,,,,,,,,
Nevada,2012,US Senate,Lander,361,1567,,,,,,,,,85,,,,,136,,,,,,,,,,,,,
Nevada,2012,US Senate,Lincoln,347,1532,,,,,,,,,89,,,,,162,,,,,,,,,,,,,
Nevada,2012,US Senate,Lyon,5404,13703,,,,,,,,,760,,,,,1406,,,,,,,,,,,,,
Nevada,2012,US Senate,Mineral,612,1059,,,,,,,,,156,,,,,193,,,,,,,,,,,,,
Nevada,2012,US Senate,Nye,5267,9561,,,,,,,,,804,,,,,1634,,,,,,,,,,,,,
Nevada,2012,US Senate,Pershing,396,1194,,,,,,,,,107,,,,,161,,,,,,,,,,,,,
Nevada,2012,US Senate,Storey,673,1375,,,,,,,,,97,,,,,165,,,,,,,,,,,,,
Nevada,2012,US Senate,Washoe,73164,93778,,,,,,,,,9139,,,,,9486,,,,,,,,,,,,,
Nevada,2012,US Senate,White Pine,826,2567,,,,,,,,,110,,,,,185,,,,,,,,,,,,,
Nevada,2016,US Senate,Carson City,9741,13027,,,,,,,448,,156,,,,,,,,895,358,201,,,,,,,,
Nevada,2016,US Senate,Churchill,2240,7711,,,,,,,246,,58,,,,,,,,352,192,95,,,,,,,,
Nevada,2016,US Senate,Clark,386179,303734,,,,,,,11307,,4830,,,,,,,,29849,9359,7985,,,,,,,,
Nevada,2016,US Senate,Douglas,8410,17587,,,,,,,350,,101,,,,,,,,767,282,153,,,,,,,,
Nevada,2016,US Senate,Elko,3199,13462,,,,,,,394,,94,,,,,,,,723,360,135,,,,,,,,
Nevada,2016,US Senate,Esmeralda,66,312,,,,,,,22,,0,,,,,,,,13,3,4,,,,,,,,
Nevada,2016,US Senate,Eureka,88,692,,,,,,,16,,3,,,,,,,,29,16,5,,,,,,,,
Nevada,2016,US Senate,Humboldt,1406,4397,,,,,,,127,,31,,,,,,,,235,126,62,,,,,,,,
Nevada,2016,US Senate,Lander,417,1704,,,,,,,54,,33,,,,,,,,113,49,23,,,,,,,,
Nevada,2016,US Senate,Lincoln,315,1609,,,,,,,51,,8,,,,,,,,91,27,20,,,,,,,,
Nevada,2016,US Senate,Lyon,6323,15231,,,,,,,534,,119,,,,,,,,780,375,216,,,,,,,,
Nevada,2016,US Senate,Mineral,627,1141,,,,,,,47,,19,,,,,,,,89,45,20,,,,,,,,
Nevada,2016,US Senate,Nye,5253,11611,,,,,,,747,,182,,,,,,,,929,390,248,,,,,,,,
Nevada,2016,US Senate,Pershing,466,1286,,,,,,,67,,12,,,,,,,,77,45,19,,,,,,,,
Nevada,2016,US Senate,Storey,791,1551,,,,,,,58,,7,,,,,,,,83,34,19,,,,,,,,
Nevada,2016,US Senate,Washoe,95750,97433,,,,,,,2553,,1198,,,,,,,,7064,2453,1506,,,,,,,,
Nevada,2016,US Senate,White Pine,723,2591,,,,,,,107,,37,,,,,,,,168,94,29,,,,,,,,
Nevada,2018,US Senate,Carson City,9321,12328,,,,,,,169,,372,,,,,254,,,250,,,,,,,,,,
Nevada,2018,US Senate,Churchill,1999,7042,,,,,,,92,,218,,,,,116,,,145,,,,,,,,,,
